,GENDER,AGE,INCOME,Churn
3576,M,34,15000,0
3577,M,45,50000,0
3578,F,40,25000,0
3579,M,44,10000,0
3580,F,38,50000,0
3581,F,42,25000,0
3582,F,39,40000,0
3583,F,34,35000,0
3584,M,39,15000,0
3585,M,25,10000,0
3586,F,27,12000,0
3587,M,28,30000,0
3588,F,46,25000,0
3589,F,46,40000,0
3590,M,44,12000,0
3591,M,22,20000,0
3592,F,43,15000,0
3593,F,31,40000,0
3594,F,36,50000,0
3595,M,28,30000,0
3596,F,48,50000,0
3597,M,22,12000,0
3598,F,35,12000,0
3599,M,29,12000,0
3600,F,49,20000,0
3601,F,43,25000,0
3602,M,28,50000,0
3603,F,48,50000,0
3604,F,24,25000,0
3605,F,41,30000,0
3606,M,26,30000,0
3607,M,42,15000,0
3608,F,29,25000,0
3609,F,49,30000,0
3610,F,41,40000,0
3611,M,30,35000,0
3612,M,32,10000,0
3613,F,29,25000,0
3614,F,24,15000,0
3615,M,45,10000,0
3616,F,46,30000,0
3617,M,26,25000,0
3618,M,28,10000,0
3619,F,27,30000,0
3620,M,41,30000,0
3621,F,48,25000,0
3622,M,26,40000,0
3623,F,40,40000,0
3624,F,35,20000,0
3625,M,39,25000,0
3626,F,29,30000,0
3627,M,40,30000,0
3628,M,25,25000,0
3629,F,38,30000,0
3630,F,25,50000,0
3631,M,49,10000,0
3632,M,24,25000,0
3633,M,31,12000,0
3634,F,32,50000,0
3635,F,32,10000,0
3636,F,23,30000,0
3637,M,32,15000,0
3638,F,38,15000,0
3639,F,36,20000,0
3640,F,26,40000,0
3641,F,45,15000,0
3642,F,24,30000,0
3643,M,46,40000,0
3644,M,36,20000,0
3645,M,29,40000,0
3646,F,36,15000,0
3647,M,37,40000,0
3648,M,43,15000,0
3649,F,32,50000,0
3650,F,24,12000,0
3651,M,39,35000,0
3652,M,29,25000,0
3653,F,48,35000,0
3654,F,23,25000,0
3655,M,46,15000,0
3656,M,25,10000,0
3657,F,22,15000,0
3658,M,24,25000,0
3659,F,50,40000,0
3660,F,28,40000,0
3661,M,44,20000,0
3662,F,31,15000,0
3663,M,29,30000,0
3664,M,36,10000,0
3665,F,48,15000,0
3666,F,27,15000,0
3667,M,27,15000,0
3668,F,48,20000,0
3669,M,44,30000,0
3670,M,32,15000,0
3671,F,43,30000,0
3672,M,23,30000,0
3673,F,23,35000,0
3674,F,39,15000,0
3675,M,34,12000,0
3676,F,37,12000,0
3677,M,43,15000,0
3678,F,24,30000,0
3679,F,30,30000,0
3680,M,42,12000,0
3681,M,49,15000,0
3682,F,21,35000,0
3683,F,47,30000,0
3684,F,35,50000,0
3685,F,29,35000,0
3686,M,49,40000,0
3687,F,50,25000,0
3688,M,27,30000,0
3689,F,35,12000,0
3690,M,33,12000,0
3691,F,44,35000,0
3692,F,22,35000,0
3693,M,40,10000,0
3694,M,33,12000,0
3695,M,26,15000,0
3696,M,43,50000,0
3697,F,23,15000,0
3698,F,46,12000,0
3699,F,42,10000,0
3700,M,50,40000,0
3701,F,38,50000,0
3702,M,25,50000,0
3703,M,49,10000,0
3704,M,44,35000,0
3705,F,50,15000,0
3706,M,47,35000,0
3707,F,33,15000,0
3708,M,29,40000,0
3709,F,40,25000,0
3710,F,31,12000,0
3711,M,45,35000,0
3712,F,34,30000,0
3713,M,39,10000,0
3714,M,25,10000,0
3715,F,49,15000,0
3716,M,37,15000,0
3717,F,50,40000,0
3718,F,40,10000,0
3719,M,38,50000,0
3720,M,38,15000,0
3721,M,22,15000,0
3722,M,48,35000,0
3723,M,50,50000,0
3724,M,45,12000,0
3725,F,28,10000,0
3726,M,34,15000,0
3727,M,49,30000,0
3728,F,24,10000,0
3729,F,37,50000,0
3730,M,40,35000,0
3731,F,40,35000,0
3732,F,21,25000,0
3733,F,50,40000,0
3734,F,23,35000,0
3735,M,21,35000,0
3736,M,43,10000,0
3737,F,46,12000,0
3738,F,38,35000,0
3739,M,38,50000,0
3740,M,36,25000,0
3741,M,31,10000,0
3742,F,43,40000,0
3743,M,29,10000,0
3744,F,28,15000,0
3745,M,30,12000,0
3746,M,33,50000,0
3747,F,33,30000,0
3748,M,45,20000,0
3749,M,33,50000,0
3750,F,48,50000,0
3751,F,36,30000,0
3752,M,35,15000,0
3753,F,44,35000,0
3754,F,26,40000,0
3755,M,50,10000,0
3756,F,21,12000,0
3757,F,50,35000,0
3758,F,21,50000,0
3759,M,30,25000,0
3760,F,31,30000,0
3761,F,39,40000,0
3762,F,22,35000,0
3763,F,28,25000,0
3764,F,27,20000,0
3765,F,47,40000,0
3766,F,38,12000,0
3767,M,45,40000,0
3768,M,37,20000,0
3769,M,42,25000,0
3770,M,25,25000,0
3771,M,27,30000,0
3772,F,27,35000,0
3773,M,22,12000,0
3774,F,47,12000,0
3775,F,43,20000,0
3776,F,46,25000,0
3777,F,33,35000,0
3778,F,44,15000,0
3779,M,28,50000,0
3780,F,39,12000,0
3781,M,33,50000,0
3782,F,37,35000,0
3783,F,25,15000,0
3784,F,30,10000,0
3785,M,42,40000,0
3786,M,35,35000,0
3787,F,24,10000,0
3788,F,47,40000,0
3789,M,34,12000,0
3790,F,39,12000,0
3791,M,45,10000,0
3792,M,36,20000,0
3793,M,35,25000,0
3794,M,43,10000,0
3795,M,26,10000,0
3796,F,36,40000,0
3797,F,49,35000,0
3798,F,32,20000,0
3799,F,30,50000,0
3800,F,45,35000,0
3801,M,46,15000,0
3802,M,50,35000,0
3803,M,35,50000,0
3804,M,48,35000,0
3805,F,29,10000,0
3806,F,45,12000,0
3807,M,26,12000,0
3808,F,30,20000,0
3809,M,42,10000,0
3810,M,39,50000,0
3811,M,40,35000,0
3812,M,21,10000,0
3813,M,37,40000,0
3814,F,32,20000,0
3815,F,23,20000,0
3816,M,47,15000,0
3817,M,33,15000,0
3818,F,31,10000,0
3819,M,48,35000,0
3820,M,31,35000,0
3821,F,45,40000,0
3822,F,46,30000,0
3823,M,50,40000,0
3824,M,35,50000,0
3825,F,44,20000,0
3826,M,36,35000,0
3827,M,44,25000,0
3828,F,28,40000,0
3829,M,25,12000,0
3830,M,21,50000,0
3831,F,24,10000,0
3832,F,37,30000,0
3833,F,30,25000,0
3834,M,37,12000,0
3835,M,29,15000,0
3836,M,28,30000,0
3837,F,44,25000,0
3838,F,50,50000,0
3839,F,28,12000,0
3840,M,36,40000,0
3841,M,46,35000,0
3842,M,41,50000,0
3843,F,37,25000,0
3844,M,48,50000,0
3845,F,24,25000,0
3846,F,44,40000,0
3847,M,39,50000,0
3848,F,47,40000,0
3849,F,31,12000,0
3850,F,35,15000,0
3851,M,47,15000,0
3852,F,41,50000,0
3853,F,38,10000,0
3854,F,26,30000,0
3855,M,41,40000,0
3856,F,37,35000,0
3857,M,45,50000,0
3858,F,40,10000,0
3859,F,22,15000,0
3860,M,37,25000,0
3861,F,47,12000,0
3862,M,34,40000,0
3863,F,35,50000,0
3864,F,40,35000,0
3865,F,32,25000,0
3866,M,24,40000,0
3867,F,44,40000,0
3868,F,49,15000,0
3869,F,21,50000,0
3870,M,28,20000,0
3871,M,39,30000,0
3872,F,44,20000,0
3873,M,28,35000,0
3874,M,34,20000,0
3875,M,47,35000,0
3876,M,29,25000,0
3877,M,31,20000,0
3878,F,44,40000,0
3879,M,50,20000,0
3880,F,30,15000,0
3881,F,35,20000,0
3882,F,49,35000,0
3883,M,24,50000,0
3884,M,29,50000,0
3885,F,38,25000,0
3886,M,41,20000,0
3887,M,45,20000,0
3888,M,28,25000,0
3889,M,26,35000,0
3890,F,30,25000,0
3891,M,24,35000,0
3892,M,28,40000,0
3893,F,44,30000,0
3894,M,50,10000,0
3895,F,36,50000,0
3896,M,49,12000,0
3897,F,41,10000,0
3898,M,29,10000,0
3899,F,30,25000,0
3900,F,46,25000,0
3901,M,46,12000,0
3902,M,25,35000,0
3903,M,22,40000,0
3904,F,40,50000,0
3905,M,37,20000,0
3906,M,25,10000,0
3907,M,27,35000,0
3908,F,21,25000,0
3909,M,27,25000,0
3910,M,45,20000,0
3911,F,49,20000,0
3912,F,43,15000,0
3913,M,25,10000,0
3914,M,47,35000,0
3915,M,46,12000,0
3916,M,38,12000,0
3917,M,49,30000,0
3918,M,25,50000,0
3919,M,47,25000,0
3920,M,26,25000,0
3921,F,40,35000,0
3922,F,33,40000,0
3923,F,31,15000,0
3924,F,33,30000,0
3925,M,49,40000,0
3926,F,41,25000,0
3927,F,23,50000,0
3928,M,50,12000,0
3929,M,34,12000,0
3930,M,29,25000,0
3931,M,41,10000,0
3932,F,47,30000,0
3933,M,35,20000,0
3934,M,24,20000,0
3935,F,33,10000,0
3936,F,43,25000,0
3937,M,46,35000,0
3938,M,45,10000,0
3939,M,48,15000,0
3940,F,41,15000,0
3941,M,21,25000,0
3942,M,22,20000,0
3943,F,25,20000,0
3944,M,40,30000,0
3945,F,30,35000,0
3946,M,38,10000,0
3947,F,34,40000,0
3948,M,32,40000,0
3949,F,36,40000,0
3950,M,39,15000,0
3951,M,48,35000,0
3952,M,46,25000,0
3953,M,36,40000,0
3954,M,36,10000,0
3955,F,44,20000,0
3956,M,45,30000,0
3957,M,21,15000,0
3958,M,31,25000,0
3959,F,26,30000,0
3960,M,24,50000,0
3961,F,48,40000,0
3962,M,46,12000,0
3963,F,34,50000,0
3964,M,41,30000,0
3965,F,35,40000,0
3966,M,49,15000,0
3967,F,44,20000,0
3968,M,46,15000,0
3969,F,33,10000,0
3970,F,21,15000,0
3971,M,48,40000,0
3972,F,24,30000,0
3973,M,31,35000,0
3974,F,43,50000,0
3975,F,23,40000,0
3976,M,26,35000,0
3977,F,43,40000,0
3978,F,31,15000,0
3979,F,21,40000,0
3980,M,31,35000,0
3981,M,30,12000,0
3982,F,50,25000,0
3983,M,47,15000,0
3984,M,32,12000,0
3985,M,44,35000,0
3986,F,34,10000,0
3987,M,47,50000,0
3988,F,44,15000,0
3989,M,36,10000,0
3990,F,40,12000,0
3991,M,45,10000,0
3992,M,39,30000,0
3993,M,46,20000,0
3994,M,22,12000,0
3995,F,34,25000,0
3996,M,35,12000,0
3997,F,22,50000,0
3998,F,48,35000,0
3999,F,42,10000,0
4000,F,47,12000,0
4001,F,48,30000,0
4002,F,27,30000,0
4003,M,50,10000,0
4004,F,24,25000,0
4005,F,31,40000,0
4006,F,48,25000,0
4007,F,49,10000,0
4008,F,30,50000,0
4009,F,49,35000,0
4010,F,22,20000,0
4011,F,46,10000,0
4012,M,25,30000,0
4013,F,38,15000,0
4014,F,22,12000,0
4015,F,36,30000,0
4016,F,41,40000,0
4017,M,30,20000,0
4018,M,50,35000,0
4019,F,26,15000,0
4020,M,34,20000,0
4021,F,26,10000,0
4022,F,22,40000,0
4023,F,39,25000,0
4024,M,42,50000,0
4025,F,25,12000,0
4026,M,25,20000,0
4027,F,40,30000,0
4028,F,35,50000,0
4029,M,43,20000,0
4030,F,47,25000,0
4031,F,44,30000,0
4032,M,44,40000,0
4033,M,38,20000,0
4034,M,48,15000,0
4035,F,25,15000,0
4036,M,44,30000,0
4037,M,29,15000,0
4038,M,33,25000,0
4039,M,24,25000,0
4040,M,49,20000,0
4041,F,25,10000,0
4042,F,49,12000,0
4043,M,47,15000,0
4044,M,21,35000,0
4045,M,28,30000,0
4046,F,45,25000,0
4047,M,50,25000,0
4048,F,21,30000,0
4049,M,34,15000,0
4050,M,45,30000,0
4051,M,25,35000,0
4052,M,36,25000,0
4053,M,33,10000,0
4054,F,46,10000,0
4055,F,40,40000,0
4056,M,32,30000,0
4057,M,48,20000,0
4058,M,50,35000,0
4059,F,40,30000,0
4060,M,36,25000,0
4061,M,32,30000,0
4062,M,47,50000,0
4063,F,26,35000,0
4064,F,39,20000,0
4065,F,49,15000,0
4066,M,25,30000,0
4067,M,48,50000,0
4068,M,23,10000,0
4069,M,45,12000,0
4070,M,47,12000,0
4071,M,44,40000,0
4072,F,37,10000,0
4073,M,36,40000,0
4074,F,36,40000,0
4075,F,45,25000,0
4076,M,46,35000,0
4077,M,43,30000,0
4078,F,48,15000,0
4079,M,40,35000,0
4080,M,28,15000,0
4081,M,36,50000,0
4082,F,22,12000,0
4083,M,28,20000,0
4084,F,22,30000,0
4085,M,39,15000,0
4086,M,44,30000,0
4087,F,23,12000,0
4088,M,26,12000,0
4089,M,23,35000,0
4090,F,27,25000,0
4091,F,45,50000,0
4092,M,41,50000,0
4093,F,39,40000,0
4094,M,24,35000,0
4095,F,33,40000,0
4096,F,35,10000,0
4097,M,40,30000,0
4098,F,39,35000,0
4099,F,42,20000,0
4100,F,22,50000,0
4101,M,22,35000,0
4102,F,35,10000,0
4103,M,28,25000,0
4104,M,41,40000,0
4105,M,46,10000,0
4106,F,42,30000,0
4107,M,33,20000,0
4108,M,46,15000,0
4109,M,49,25000,0
4110,M,50,50000,0
4111,F,30,20000,0
4112,M,38,25000,0
4113,F,28,40000,0
4114,F,40,25000,0
4115,M,34,35000,0
4116,F,30,25000,0
4117,M,49,12000,0
4118,F,41,35000,0
4119,M,27,35000,0
4120,F,50,12000,0
4121,F,25,20000,0
4122,F,32,40000,0
4123,F,37,10000,0
4124,F,25,50000,0
4125,M,22,40000,0
4126,F,47,50000,0
4127,M,43,20000,0
4128,M,30,15000,0
4129,M,28,50000,0
4130,M,39,40000,0
4131,F,50,40000,0
4132,M,40,50000,0
4133,M,41,12000,0
4134,M,40,15000,0
4135,M,27,20000,0
4136,M,24,25000,0
4137,M,42,25000,0
4138,M,44,50000,0
4139,F,31,50000,0
4140,M,46,30000,0
4141,F,41,35000,0
4142,F,23,40000,0
4143,F,48,35000,0
4144,M,26,40000,0
4145,M,50,50000,0
4146,F,28,15000,0
4147,M,29,15000,0
4148,M,23,10000,0
4149,F,36,35000,0
4150,F,49,20000,0
4151,F,42,50000,0
4152,F,28,40000,0
4153,M,46,20000,0
4154,M,48,20000,0
4155,M,26,15000,0
4156,M,28,30000,0
4157,M,29,15000,0
4158,F,26,25000,0
4159,M,24,35000,0
4160,M,22,15000,0
4161,F,47,12000,0
4162,M,36,40000,0
4163,F,30,50000,0
4164,F,24,25000,0
4165,F,31,40000,0
4166,M,36,12000,0
4167,F,26,40000,0
4168,F,35,40000,0
4169,F,45,30000,0
4170,M,42,12000,0
4171,M,34,40000,0
4172,M,42,40000,0
4173,F,44,15000,0
4174,M,48,10000,0
4175,M,41,30000,0
4176,M,21,20000,0
4177,M,25,15000,0
4178,M,47,10000,0
4179,M,48,30000,0
4180,F,45,30000,0
4181,M,30,25000,0
4182,F,41,10000,0
4183,F,46,40000,0
4184,M,26,50000,0
4185,F,29,30000,0
4186,M,32,50000,0
4187,M,22,12000,0
4188,M,32,30000,0
4189,F,40,30000,0
4190,F,42,30000,0
4191,F,34,10000,0
4192,M,41,25000,0
4193,F,49,12000,0
4194,M,30,10000,0
4195,M,42,35000,0
4196,F,40,35000,0
4197,F,39,10000,0
4198,F,24,35000,0
4199,F,48,40000,0
4200,F,45,35000,0
4201,M,42,25000,0
4202,M,41,50000,0
4203,M,23,40000,0
4204,F,37,40000,0
4205,M,24,25000,0
4206,F,24,40000,0
4207,M,40,40000,0
4208,M,33,15000,0
4209,F,32,40000,0
4210,F,47,50000,0
4211,F,24,25000,0
4212,M,37,50000,0
4213,F,30,40000,0
4214,F,24,10000,0
4215,F,43,25000,0
4216,M,49,25000,0
4217,M,41,20000,0
4218,F,35,40000,0
4219,M,36,40000,0
4220,M,23,15000,0
4221,M,33,40000,0
4222,F,34,25000,0
4223,M,21,12000,0
4224,M,22,50000,0
4225,M,41,12000,0
4226,F,41,40000,0
4227,M,40,25000,0
4228,M,43,10000,0
4229,M,32,15000,0
4230,F,36,50000,0
4231,M,35,12000,0
4232,F,44,15000,0
4233,M,24,20000,0
4234,M,38,30000,0
4235,F,30,20000,0
4236,M,49,25000,0
4237,M,41,35000,0
4238,F,33,40000,0
4239,M,33,40000,0
4240,F,32,35000,0
4241,M,45,20000,0
4242,M,32,25000,0
4243,M,32,30000,0
4244,F,37,35000,0
4245,M,35,15000,0
4246,F,34,35000,0
4247,M,46,20000,0
4248,F,42,35000,0
4249,F,50,10000,0
4250,F,32,25000,0
4251,F,44,12000,0
4252,F,33,12000,0
4253,M,24,10000,0
4254,M,38,25000,0
4255,F,43,12000,0
4256,F,35,25000,0
4257,M,41,50000,0
4258,F,23,20000,0
4259,F,24,10000,0
4260,M,23,20000,0
4261,F,47,50000,0
4262,F,31,25000,0
4263,F,44,35000,0
4264,M,34,10000,0
4265,F,30,20000,0
4266,F,41,35000,0
4267,F,25,30000,0
4268,M,32,35000,0
4269,M,37,25000,0
4270,M,34,15000,0
4271,F,38,40000,0
4272,M,43,40000,0
4273,M,46,35000,0
4274,M,31,50000,0
4275,F,24,15000,0
4276,M,40,12000,0
4277,F,33,12000,0
4278,M,21,40000,0
4279,F,46,20000,0
4280,M,49,35000,0
4281,M,48,20000,0
4282,F,39,20000,0
4283,M,21,40000,0
4284,F,30,30000,0
4285,F,41,20000,0
4286,M,24,20000,0
4287,F,23,15000,0
4288,M,37,30000,0
4289,M,27,35000,0
4290,M,43,15000,0
4291,M,41,40000,0
4292,F,38,20000,0
4293,F,34,25000,0
4294,M,28,20000,0
4295,F,35,50000,0
4296,M,27,50000,0
4297,F,35,25000,0
4298,M,28,15000,0
4299,F,49,35000,0
4300,F,22,50000,0
4301,M,34,25000,0
4302,M,32,12000,0
4303,F,44,50000,0
4304,M,25,25000,0
4305,M,49,25000,0
4306,M,45,50000,0
4307,M,44,25000,0
4308,F,36,30000,0
4309,F,42,10000,0
4310,F,47,10000,0
4311,F,35,35000,0
4312,F,26,10000,0
4313,F,46,30000,0
4314,F,39,50000,0
4315,M,34,40000,0
4316,F,37,25000,0
4317,M,35,40000,0
4318,F,47,12000,0
4319,M,30,12000,0
4320,F,23,25000,0
4321,M,32,20000,0
4322,F,27,40000,0
4323,M,40,40000,0
4324,M,37,40000,0
4325,M,47,40000,0
4326,F,43,25000,0
4327,F,26,40000,0
4328,F,31,35000,0
4329,F,35,15000,0
4330,M,37,25000,0
4331,F,50,35000,0
4332,M,28,15000,0
4333,F,21,30000,0
4334,F,27,10000,0
4335,F,36,15000,0
4336,F,35,20000,0
4337,F,28,20000,0
4338,M,35,30000,0
4339,M,46,35000,0
4340,M,35,50000,0
4341,M,34,25000,0
4342,M,34,40000,0
4343,F,26,30000,0
4344,F,46,50000,0
4345,F,38,30000,0
4346,F,49,30000,0
4347,M,42,30000,0
4348,M,24,30000,0
4349,M,39,50000,0
4350,M,50,25000,0
4351,M,33,40000,0
4352,M,37,12000,0
4353,F,22,20000,0
4354,F,29,20000,0
4355,F,32,10000,0
4356,F,44,10000,0
4357,M,39,10000,0
4358,F,24,12000,0
4359,F,34,15000,0
4360,M,35,40000,0
4361,F,46,20000,0
4362,M,48,10000,0
4363,M,31,30000,0
4364,M,32,50000,0
4365,M,27,35000,0
4366,F,22,30000,0
4367,M,42,20000,0
4368,F,32,30000,0
4369,F,44,40000,0
4370,M,25,25000,0
4371,F,49,12000,0
4372,M,37,15000,0
4373,F,31,10000,0
4374,M,47,20000,0
4375,M,36,30000,0
4376,F,45,12000,0
4377,F,48,50000,0
4378,M,26,10000,0
4379,F,40,10000,0
4380,F,26,50000,0
4381,F,45,50000,0
4382,F,48,50000,0
4383,F,38,40000,0
4384,F,32,25000,0
4385,M,21,30000,0
4386,M,38,25000,0
4387,F,28,35000,0
4388,M,40,35000,0
4389,M,40,12000,0
4390,M,39,12000,0
4391,M,41,40000,0
4392,F,39,20000,0
4393,F,27,25000,0
4394,M,33,25000,0
4395,F,31,10000,0
4396,F,23,25000,0
4397,M,21,20000,0
4398,M,32,30000,0
4399,M,46,10000,0
4400,M,40,25000,0
4401,M,29,40000,0
4402,F,47,25000,0
4403,F,35,12000,0
4404,F,50,50000,0
4405,F,29,35000,0
4406,F,46,50000,0
4407,M,24,12000,0
4408,F,34,40000,0
4409,M,25,30000,0
4410,M,25,30000,0
4411,M,50,35000,0
4412,M,24,15000,0
4413,F,37,25000,0
4414,F,34,35000,0
4415,F,24,25000,0
4416,F,43,25000,0
4417,F,44,50000,0
4418,M,42,12000,0
4419,M,39,50000,0
4420,F,50,25000,0
4421,M,47,10000,0
4422,M,30,10000,0
4423,F,37,50000,0
4424,M,21,25000,0
4425,F,21,25000,0
4426,M,32,15000,0
4427,M,48,20000,0
4428,M,42,30000,0
4429,F,23,50000,0
4430,F,47,15000,0
4431,F,41,35000,0
4432,F,38,35000,0
4433,F,31,50000,0
4434,M,49,20000,0
4435,F,27,10000,0
4436,F,49,30000,0
4437,F,46,15000,0
4438,F,50,10000,0
4439,F,38,10000,0
4440,F,21,12000,0
4441,M,23,40000,0
4442,F,23,20000,0
4443,F,38,25000,0
4444,F,43,15000,0
4445,F,42,25000,0
4446,M,24,10000,0
4447,M,44,30000,0
4448,F,23,30000,0
4449,F,26,12000,0
4450,F,43,25000,0
4451,M,21,50000,0
4452,M,49,40000,0
4453,F,21,25000,0
4454,M,24,35000,0
4455,F,37,30000,0
4456,F,22,15000,0
4457,M,35,30000,0
4458,F,29,12000,0
4459,F,31,12000,0
4460,M,31,50000,0
4461,F,37,50000,0
4462,M,42,12000,0
4463,M,44,35000,0
4464,M,50,10000,0
4465,M,35,10000,0
4466,F,50,30000,0
4467,F,48,30000,0
4468,M,42,50000,0
4469,M,22,35000,0
4470,M,26,40000,0
4471,F,46,15000,0
4472,M,38,25000,0
4473,M,46,30000,0
4474,M,34,35000,0
4475,F,44,30000,0
4476,F,47,15000,0
4477,M,46,50000,0
4478,F,46,40000,0
4479,M,31,20000,0
4480,F,45,50000,0
4481,M,30,25000,0
4482,M,25,20000,0
4483,F,21,30000,0
4484,F,39,20000,0
4485,M,30,15000,0
4486,M,36,40000,0
4487,M,47,30000,0
4488,F,49,30000,0
4489,M,46,30000,0
4490,F,37,25000,0
4491,M,42,20000,0
4492,M,40,35000,0
4493,F,30,20000,0
4494,M,35,12000,0
4495,F,23,20000,0
4496,M,23,35000,0
4497,F,41,20000,0
4498,F,46,25000,0
4499,M,44,50000,0
4500,F,23,12000,0
4501,F,42,20000,0
4502,F,42,40000,0
4503,F,28,15000,0
4504,F,34,40000,0
4505,M,26,20000,0
4506,F,49,10000,0
4507,M,26,20000,0
4508,M,36,15000,0
4509,M,31,10000,0
4510,F,39,40000,0
4511,M,48,15000,0
4512,F,33,12000,0
4513,F,36,30000,0
4514,M,32,25000,0
4515,M,39,50000,0
4516,M,35,40000,0
4517,F,22,50000,0
4518,M,47,25000,0
4519,M,26,40000,0
4520,F,50,20000,0
4521,F,39,20000,0
4522,F,50,20000,0
4523,M,44,20000,0
4524,F,47,35000,0
4525,M,27,12000,0
4526,F,32,25000,0
4527,F,37,25000,0
4528,M,32,15000,0
4529,M,46,50000,0
4530,F,41,10000,0
4531,F,36,20000,0
4532,F,46,12000,0
4533,M,29,20000,0
4534,M,29,10000,0
4535,F,36,35000,0
4536,M,48,25000,0
4537,M,48,15000,0
4538,F,32,35000,0
4539,F,22,40000,0
4540,M,46,35000,0
4541,M,30,15000,0
4542,M,50,50000,0
4543,F,38,15000,0
4544,F,48,40000,0
4545,F,31,12000,0
4546,F,38,30000,0
4547,M,37,35000,0
4548,F,27,12000,0
4549,F,25,40000,0
4550,F,22,12000,0
4551,M,22,15000,0
4552,M,32,15000,0
4553,F,31,20000,0
4554,F,25,25000,0
4555,M,50,15000,0
4556,F,24,25000,0
4557,M,30,12000,0
4558,M,21,10000,0
4559,M,22,15000,0
4560,M,25,15000,0
4561,M,34,15000,0
4562,F,29,35000,0
4563,F,46,25000,0
4564,M,28,35000,0
4565,M,34,35000,0
4566,F,25,15000,0
4567,F,35,12000,0
4568,F,25,50000,0
4569,F,44,25000,0
4570,F,36,10000,0
4571,F,43,12000,0
4572,M,31,30000,0
4573,F,42,20000,0
4574,F,31,40000,0
4575,F,50,10000,0
4576,F,43,40000,0
4577,F,39,12000,0
4578,F,26,10000,0
4579,F,40,35000,0
4580,F,49,25000,0
4581,F,28,15000,0
4582,M,28,25000,0
4583,F,43,40000,0
4584,F,22,40000,0
4585,F,47,50000,0
4586,M,35,25000,0
4587,M,30,12000,0
4588,F,44,15000,0
4589,M,36,30000,0
4590,F,39,20000,0
4591,F,36,35000,0
4592,M,47,15000,0
4593,F,32,20000,0
4594,M,42,20000,0
4595,M,22,15000,0
4596,F,26,12000,0
4597,M,23,40000,0
4598,M,24,50000,0
4599,F,29,50000,0
4600,M,27,15000,0
4601,F,38,25000,0
4602,M,33,50000,0
4603,M,46,20000,0
4604,M,25,50000,0
4605,F,33,15000,0
4606,M,43,20000,0
4607,F,30,15000,0
4608,M,37,12000,0
4609,F,48,10000,0
4610,F,47,50000,0
4611,M,37,30000,0
4612,F,47,25000,0
4613,M,30,35000,0
4614,F,28,20000,0
4615,M,40,12000,0
4616,F,43,10000,0
4617,F,39,50000,0
4618,M,29,35000,0
4619,F,26,40000,0
4620,M,35,50000,0
4621,F,27,30000,0
4622,F,43,30000,0
4623,M,25,12000,0
4624,M,41,15000,0
4625,F,24,15000,0
4626,F,44,30000,0
4627,M,22,35000,0
4628,M,21,10000,0
4629,F,50,10000,0
4630,F,44,40000,0
4631,M,46,30000,0
4632,F,23,15000,0
4633,M,43,25000,0
4634,F,49,35000,0
4635,M,37,20000,0
4636,F,46,12000,0
4637,M,46,10000,0
4638,M,44,10000,0
4639,F,43,15000,0
4640,M,29,30000,0
4641,M,27,50000,0
4642,F,36,12000,0
4643,F,44,35000,0
4644,M,44,12000,0
4645,F,31,15000,0
4646,M,28,40000,0
4647,M,37,50000,0
4648,F,21,12000,0
4649,F,49,30000,0
4650,M,39,25000,0
4651,F,40,30000,0
4652,M,26,15000,0
4653,M,35,50000,0
4654,M,40,20000,0
4655,M,33,20000,0
4656,M,22,20000,0
4657,F,26,30000,0
4658,M,36,30000,0
4659,F,29,20000,0
4660,M,21,10000,0
4661,F,49,30000,0
4662,M,29,25000,0
4663,F,50,35000,0
4664,F,24,50000,0
4665,F,27,40000,0
4666,F,29,25000,0
4667,M,25,15000,0
4668,F,47,12000,0
4669,M,24,30000,0
4670,F,27,20000,0
4671,M,22,35000,0
4672,M,46,12000,0
4673,F,39,25000,0
4674,F,26,35000,0
4675,M,31,50000,0
4676,M,39,15000,0
4677,F,38,20000,0
4678,F,31,25000,0
4679,F,40,50000,0
4680,M,49,50000,0
4681,M,42,20000,0
4682,M,32,15000,0
4683,M,32,15000,0
4684,F,38,35000,0
4685,M,47,35000,0
4686,M,41,50000,0
4687,F,33,15000,0
4688,F,47,15000,0
4689,M,38,10000,0
4690,F,27,12000,0
4691,F,31,40000,0
4692,M,33,50000,0
4693,F,26,25000,0
4694,F,49,20000,0
4695,M,34,12000,0
4696,M,39,12000,0
4697,F,23,12000,0
4698,M,25,35000,0
4699,F,41,40000,0
4700,M,44,35000,0
4701,F,37,35000,0
4702,M,50,15000,0
4703,F,46,20000,0
4704,F,38,15000,0
4705,F,28,15000,0
4706,F,50,25000,0
4707,M,29,30000,0
4708,F,36,30000,0
4709,M,26,30000,0
4710,F,28,15000,0
4711,M,30,35000,0
4712,M,48,12000,0
4713,F,24,30000,0
4714,M,26,10000,0
4715,M,31,30000,0
4716,M,23,50000,0
4717,M,38,10000,0
4718,F,46,30000,0
4719,M,27,35000,0
4720,F,34,10000,0
4721,M,36,20000,0
4722,M,25,10000,0
4723,M,46,20000,0
4724,M,41,40000,0
4725,F,35,20000,0
4726,F,46,20000,0
4727,F,42,10000,0
4728,F,38,25000,0
4729,M,27,10000,0
4730,F,41,10000,0
4731,F,31,15000,0
4732,M,42,15000,0
4733,M,42,30000,0
4734,M,24,25000,0
4735,F,36,10000,0
4736,F,42,15000,0
4737,M,23,20000,0
4738,F,30,25000,0
4739,M,27,35000,0
4740,F,22,35000,0
